title,director,actors,year,genre
Beautiful Creatures,Richard LaGravenese,"['Alden Ehrenreich', 'Alice Englert', 'Jeremy Irons', 'Viola Davis', 'Emmy Rossum']",2013,['Fantasy']
Death to Smoochy,Danny DeVito,"['Robin Williams', 'Catherine Keener', 'Edward Norton', 'Danny DeVito', 'Jon Stewart']",2002,['Comedy']
Zoolander 2,Ben Stiller,"['Ben Stiller', 'Owen Wilson', 'Will Ferrell', 'Penélope Cruz', 'Kristen Wiig']",2016,['Comedy']
The Big Bounce,George Armitage,"['Owen Wilson', 'Morgan Freeman', 'Gary Sinise', 'Sara Foster', 'Willie Nelson']",2004,['Comedy']
What Planet Are You From?,Mike Nichols,"['Garry Shandling', 'Annette Bening', 'John Goodman', 'Greg Kinnear', 'Linda Fiorentino']",2000,['Comedy']
Drive Angry,Patrick Lussier,"['Nicolas Cage', 'Amber Heard', 'William Fichtner', 'Billy Burke', 'David Morse']",2011,['Fantasy']
Street Fighter: The Legend of Chun-Li,Andrzej Bartkowiak,"['Kristin Kreuk', 'Chris Klein', 'Neal McDonough', 'Michael Clarke Duncan', 'Moon Bloodgood']",2009,['Action']
The One,James Wong,"['Jet Li', 'Jason Statham', 'Carla Gugino', 'Delroy Lindo', 'James Morrison']",2001,['Action']
The Adventures of Ford Fairlane,Renny Harlin,"['Andrew Dice Clay', 'Wayne Newton', 'Priscilla Presley', 'Morris Day', 'Lauren Holly']",1990,['Action']
The Boat That Rocked,Richard Curtis,"['Tom Sturridge', 'Philip Seymour Hoffman', 'Rhys Ifans', 'Bill Nighy', 'Emma Thompson']",2009,['Drama']
Traffic,Steven Soderbergh,"['Michael Douglas', 'Benicio del Toro', 'Jacob Vargas', 'Tomás Milián', 'Russell G. Jones']",2000,['Thriller']
Indiana Jones and the Last Crusade,Steven Spielberg,"['Harrison Ford', 'Sean Connery', 'Denholm Elliott', 'Alison Doody', 'John Rhys-Davies']",1989,['Adventure']
Anna Karenina,Joe Wright,"['Keira Knightley', 'Jude Law', 'Aaron Taylor-Johnson', 'Kelly Macdonald', 'Matthew Macfadyen']",2012,['Drama']
Chappie,Neill Blomkamp,"['Sharlto Copley', 'Dev Patel', 'Ninja', 'Yolandi Visser', 'Jose Pablo Cantillo']",2015,['Crime']
The Bone Collector,Phillip Noyce,"['Denzel Washington', 'Angelina Jolie', 'Queen Latifah', 'Michael Rooker', 'Michael McGlone']",1999,['Drama']
Panic Room,David Fincher,"['Jodie Foster', 'Kristen Stewart', 'Forest Whitaker', 'Dwight Yoakam', 'Jared Leto']",2002,['Crime']
The Tooth Fairy,Chuck Bowman,"['Lochlyn Munro', 'Chandra West', 'Steve Bacic', 'Jianna Ballard', 'Carrie Fleming']",2006,['Horror']
Three Kings,David O. Russell,"['George Clooney', 'Mark Wahlberg', 'Ice Cube', 'Spike Jonze', 'Cliff Curtis']",1999,['Action']
Child 44,Daniel Espinosa,"['Tom Hardy', 'Gary Oldman', 'Noomi Rapace', 'Joel Kinnaman', 'Paddy Considine']",2015,['Crime']
Rat Race,Jerry Zucker,"['Cuba Gooding Jr.', 'Seth Green', 'Whoopi Goldberg', 'Breckin Meyer', 'Amy Smart']",2001,['Adventure']
K-PAX,Iain Softley,"['Jeff Bridges', 'Kevin Spacey', 'Mary McCormack', 'Alfre Woodard', 'Ajay Naidu']",2001,['Drama']
Kate & Leopold,James Mangold,"['Meg Ryan', 'Hugh Jackman', 'Liev Schreiber', 'Breckin Meyer', 'Natasha Lyonne']",2001,['Comedy']
Bedazzled,Harold Ramis,"['Elizabeth Hurley', 'Brendan Fraser', ""Frances O'Connor"", 'Orlando Jones', 'Paul Adelstein']",2000,['Fantasy']
The Cotton Club,Francis Ford Coppola,"['Richard Gere', 'Gregory Hines', 'Diane Lane', 'Lonette McKee', 'Bob Hoskins']",1984,['Music']
3:10 to Yuma,James Mangold,"['Russell Crowe', 'Christian Bale', 'Logan Lerman', 'Dallas Roberts', 'Peter Fonda']",2007,['Western']
Taken 3,Olivier Megaton,"['Liam Neeson', 'Forest Whitaker', 'Maggie Grace', 'Famke Janssen', 'Dougray Scott']",2014,['Thriller']
Out of Sight,Steven Soderbergh,"['George Clooney', 'Jennifer Lopez', 'Ving Rhames', 'Don Cheadle', 'Albert Brooks']",1998,['Romance']
The Cable Guy,Ben Stiller,"['Jim Carrey', 'Matthew Broderick', 'Leslie Mann', 'Jack Black', 'George Segal']",1996,['Comedy']
Earth,Deepa Mehta,"['Aamir Khan', 'Nandita Das', 'Maia Sethna', 'Kitu Gidwani', 'Arif Zakaria']",1998,['Drama']
Dick Tracy,Warren Beatty,"['Warren Beatty', 'Al Pacino', 'Madonna', 'Charlie Korsmo', 'Glenne Headly']",1990,['Adventure']
The Thomas Crown Affair,John McTiernan,"['Pierce Brosnan', 'Rene Russo', 'Denis Leary', 'Ben Gazzara', 'Frankie Faison']",1999,['Drama']
Riding in Cars with Boys,Penny Marshall,"['Drew Barrymore', 'Steve Zahn', 'Adam Garcia', 'Brittany Murphy', 'Logan Lerman']",2001,['Comedy']
First Blood,Ted Kotcheff,"['Sylvester Stallone', 'Richard Crenna', 'Brian Dennehy', 'Bill McKinney', 'Jack Starrett']",1982,['Action']
Solaris,Andrei Tarkovsky,"['Donatas Banionis', 'Natalya Bondarchuk', 'Jüri Järvet', 'Anatoliy Solonitsyn', 'Nikolay Grinko']",1972,['Drama']
Happily N'Ever After,Yvette Kaplan,"['George Carlin', 'Andy Dick', 'Sarah Michelle Gellar', 'Lisa Kaplan', 'Michael McShane']",2006,['Animation']
Mary Reilly,Stephen Frears,"['Julia Roberts', 'John Malkovich', 'George Cole', 'Michael Gambon', 'Glenn Close']",1996,['Drama']
My Best Friend's Wedding,P.J. Hogan,"['Julia Roberts', 'Dermot Mulroney', 'Cameron Diaz', 'Rupert Everett', 'Philip Bosco']",1997,['Comedy']
America's Sweethearts,Joe Roth,"['Julia Roberts', 'Billy Crystal', 'Catherine Zeta-Jones', 'John Cusack', 'Hank Azaria']",2001,['Comedy']
Insomnia,Christopher Nolan,"['Al Pacino', 'Robin Williams', 'Hilary Swank', 'Maura Tierney', 'Martin Donovan']",2002,['Crime']
Star Trek: First Contact,Jonathan Frakes,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton', 'Michael Dorn']",1996,['Science Fiction']
Jonah Hex,Jimmy Hayward,"['Josh Brolin', 'John Malkovich', 'Megan Fox', 'Michael Fassbender', 'Will Arnett']",2010,['Action']
Courage Under Fire,Edward Zwick,"['Denzel Washington', 'Meg Ryan', 'Lou Diamond Phillips', 'Matt Damon', 'Michael Moriarty']",1996,['Drama']
Liar Liar,Tom Shadyac,"['Jim Carrey', 'Maura Tierney', 'Cary Elwes', 'Jennifer Tilly', 'Swoosie Kurtz']",1997,['Comedy']
The Infiltrator,Brad Furman,"['Bryan Cranston', 'Diane Kruger', 'John Leguizamo', 'Daniel Mays', 'Benjamin Bratt']",2016,['Crime']
Inchon,Terence Young,"['Laurence Olivier', 'Jacqueline Bisset', 'Ben Gazzara', 'Toshirō Mifune', 'Richard Roundtree']",1981,['Drama']
The Flintstones,Brian Levant,"['John Goodman', 'Elizabeth Perkins', 'Rick Moranis', ""Rosie O'Donnell"", 'Kyle MacLachlan']",1994,['Fantasy']
Taken 2,Olivier Megaton,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen', 'Rade Serbedzija', 'Luke Grimes']",2012,['Action']
Scary Movie 3,David Zucker,"['Pamela Anderson', 'Jenny McCarthy', 'Marny Eng', 'Charlie Sheen', 'Simon Rex']",2003,['Comedy']
Miss Congeniality,Donald Petrie,"['Sandra Bullock', 'Benjamin Bratt', 'Michael Caine', 'Candice Bergen', 'William Shatner']",2000,['Comedy']
Journey to the Center of the Earth,Eric Brevig,"['Brendan Fraser', 'Josh Hutcherson', 'Anita Briem', 'Seth Meyers', 'Jean Michel Paré']",2008,['Action']
The Princess Diaries 2: Royal Engagement,Garry Marshall,"['Anne Hathaway', 'Julie Andrews', 'Héctor Elizondo', 'John Rhys-Davies', 'Heather Matarazzo']",2004,['Comedy']
The Pelican Brief,Alan J. Pakula,"['Julia Roberts', 'Denzel Washington', 'Sam Shepard', 'William Atherton', 'John Lithgow']",1993,['Drama']
The Client,Joel Schumacher,"['Susan Sarandon', 'Tommy Lee Jones', 'Mary-Louise Parker', 'Anthony LaPaglia', 'Bradley Whitford']",1994,['Drama']
The Bucket List,Rob Reiner,"['Jack Nicholson', 'Morgan Freeman', 'Sean Hayes', 'Beverly Todd', 'Alfonso Freeman']",2007,['Drama']
Patriot Games,Phillip Noyce,"['Harrison Ford', 'Anne Archer', 'Patrick Bergin', 'Thora Birch', 'James Fox']",1992,['Drama']
Monster-in-Law,Robert Luketic,"['Jennifer Lopez', 'Jane Fonda', 'Michael Vartan', 'Wanda Sykes', 'Adam Scott']",2005,['Romance']
Prisoners,Denis Villeneuve,"['Hugh Jackman', 'Jake Gyllenhaal', 'Paul Dano', 'Maria Bello', 'Melissa Leo']",2013,['Drama']
Training Day,Antoine Fuqua,"['Denzel Washington', 'Ethan Hawke', 'Scott Glenn', 'Tom Berenger', 'Harris Yulin']",2001,['Action']
Galaxy Quest,Dean Parisot,"['Tim Allen', 'Sigourney Weaver', 'Alan Rickman', 'Tony Shalhoub', 'Sam Rockwell']",1999,['Comedy']
Scary Movie 2,Keenen Ivory Wayans,"['Anna Faris', 'Marlon Wayans', 'James DeBello', 'Shawn Wayans', 'David Cross']",2001,['Comedy']
The Muppets,James Bobin,"['Amy Adams', 'Jason Segel', 'Emily Blunt', 'John Krasinski', 'Zach Galifianakis']",2011,['Comedy']
Blade,Stephen Norrington,"['Wesley Snipes', 'Stephen Dorff', 'Kris Kristofferson', ""N'Bushe Wright"", 'Donal Logue']",1998,['Horror']
Coach Carter,Thomas Carter,"['Samuel L. Jackson', 'Rob Brown', ""Robert Ri'chard"", 'Rick Gonzalez', 'Channing Tatum']",2005,['Drama']
Changing Lanes,Roger Michell,"['Ben Affleck', 'Samuel L. Jackson', 'Kim Staunton', 'Toni Collette', 'Sydney Pollack']",2002,['Action']
Anaconda,Luis Llosa,"['Jennifer Lopez', 'Ice Cube', 'Jon Voight', 'Eric Stoltz', 'Owen Wilson']",1997,['Adventure']
Coyote Ugly,David McNally,"['Piper Perabo', 'Adam Garcia', 'John Goodman', 'Izabella Miko', 'Tyra Banks']",2000,['Comedy']
Love Actually,Richard Curtis,"['Keira Knightley', 'Heike Makatsch', 'Emma Thompson', 'Laura Linney', 'Hugh Grant']",2003,['Comedy']
A Bug's Life,Andrew Stanton,"['Kevin Spacey', 'Julia Louis-Dreyfus', 'Hayden Panettiere', 'Phyllis Diller', 'Bonnie Hunt']",1998,['Adventure']
From Hell,Albert Hughes,"['Johnny Depp', 'Heather Graham', 'Ian Holm', 'Robbie Coltrane', 'Ian Richardson']",2001,['Horror']
The Specialist,Luis Llosa,"['Sylvester Stallone', 'Sharon Stone', 'James Woods', 'Rod Steiger', 'Eric Roberts']",1994,['Action']
Tin Cup,Ron Shelton,"['Kevin Costner', 'Don Johnson', 'Cheech Marin', 'George Perez', 'Rene Russo']",1996,['Comedy']
"Yours, Mine and Ours",Melville Shavelson,"['Lucille Ball', 'Henry Fonda', 'Van Johnson', 'Tom Bosley', 'Louise Troy']",1968,['Comedy']
Kicking & Screaming,Jesse Dylan,"['Will Ferrell', 'Robert Duvall', 'Kate Walsh', 'Musetta Vander', 'Josh Hutcherson']",2005,['Romance']
The Hitchhiker's Guide to the Galaxy,Garth Jennings,"['Martin Freeman', 'Zooey Deschanel', 'Sam Rockwell', 'Yasiin Bey', 'John Malkovich']",2005,['Adventure']
Fat Albert,Joel Zwick,"['Kenan Thompson', 'Shedrack Anderson III', 'Jermaine Williams', 'Keith Robinson', 'Alphonso McAuley']",2004,['Comedy']
Resident Evil: Extinction,Russell Mulcahy,"['Milla Jovovich', 'Oded Fehr', 'Ali Larter', 'Iain Glen', 'Mike Epps']",2007,['Horror']
Blended,Frank Coraci,"['Drew Barrymore', 'Adam Sandler', 'Wendi McLendon-Covey', 'Bella Thorne', 'Terry Crews']",2014,['Comedy']
Last Holiday,Wayne Wang,"['Queen Latifah', 'LL Cool J', 'Timothy Hutton', 'Giancarlo Esposito', 'Alicia Witt']",2006,['Adventure']
The River Wild,Curtis Hanson,"['Meryl Streep', 'David Strathairn', 'Kevin Bacon', 'Benjamin Bratt', 'John C. Reilly']",1994,['Action']
The Indian in the Cupboard,Frank Oz,"['Hal Scardino', 'Litefoot', 'Lindsay Crouse', 'Richard Jenkins', 'Rishi Bhat']",1995,['Adventure']
Savages,Oliver Stone,"['Blake Lively', 'Taylor Kitsch', 'Aaron Taylor-Johnson', 'Benicio del Toro', 'Salma Hayek']",2012,['Crime']
Cellular,David R. Ellis,"['Chris Evans', 'Kim Basinger', 'Jason Statham', 'Jessica Biel', 'William H. Macy']",2004,['Action']
Johnny English,Peter Howitt,"['Rowan Atkinson', 'John Malkovich', 'Natalie Imbruglia', 'Tasha de Vasconcelos', 'Ben Miller']",2003,['Adventure']
The Ant Bully,John A. Davis,"['Julia Roberts', 'Meryl Streep', 'Nicolas Cage', 'Paul Giamatti', 'Bruce Campbell']",2006,['Fantasy']
Dune,David Lynch,"['Kyle MacLachlan', 'Francesca Annis', 'Leonardo Cimino', 'Brad Dourif', 'José Ferrer']",1984,['Action']
Across the Universe,Julie Taymor,"['Evan Rachel Wood', 'Jim Sturgess', 'Joe Anderson', 'Dana Fuchs', 'Martin Luther']",2007,['Adventure']
Revolutionary Road,Sam Mendes,"['Leonardo DiCaprio', 'Kate Winslet', 'Michael Shannon', 'Kathryn Hahn', 'David Harbour']",2008,['Drama']
16 Blocks,Richard Donner,"['Bruce Willis', 'Yasiin Bey', 'David Morse', 'Jenna Stern', 'David Zayas']",2006,['Action']
Babylon A.D.,Mathieu Kassovitz,"['Vin Diesel', 'Michelle Yeoh', 'Mélanie Thierry', 'Lambert Wilson', 'Charlotte Rampling']",2008,['Action']
The Glimmer Man,John Gray,"['Steven Seagal', 'Keenen Ivory Wayans', 'Bob Gunton', 'Brian Cox', 'Michelle Johnson']",1996,['Action']
Multiplicity,Harold Ramis,"['Michael Keaton', 'Andie MacDowell', 'Harris Yulin', 'Eugene Levy', 'Zack Duhame']",1996,['Comedy']
Aliens in the Attic,John Schultz,"['Carter Jenkins', 'Austin Butler', 'Kevin Nealon', 'Robert Hoffman', 'Doris Roberts']",2009,['Adventure']
The Pledge,Sean Penn,"['Jack Nicholson', 'Aaron Eckhart', 'Helen Mirren', 'Robin Wright', 'Vanessa Redgrave']",2001,['Crime']
The Producers,Susan Stroman,"['Matthew Broderick', 'Uma Thurman', 'Will Ferrell', 'Eileen Essell', 'Gary Beach']",2005,['Comedy']
The Phantom,Simon Wincer,"['Billy Zane', 'Kristy Swanson', 'Treat Williams', 'Catherine Zeta-Jones', 'James Remar']",1996,['Adventure']
All the Pretty Horses,Billy Bob Thornton,"['Matt Damon', 'Henry Thomas', 'Penélope Cruz', 'Sam Shepard', 'Robert Patrick']",2000,['Drama']
Nixon,Oliver Stone,"['Anthony Hopkins', 'Joan Allen', 'Powers Boothe', 'Ed Harris', 'Bob Hoskins']",1995,['History']
The Ghost Writer,Roman Polanski,"['Ewan McGregor', 'Pierce Brosnan', 'Jon Bernthal', 'Kim Cattrall', 'Tom Wilkinson']",2010,['Thriller']
Deep Rising,Stephen Sommers,"['Treat Williams', 'Famke Janssen', 'Anthony Heald', ""Kevin J. O'Connor"", 'Una Damon']",1998,['Adventure']
Miracle at St. Anna,Spike Lee,"['Derek Luke', 'Michael Ealy', 'Laz Alonso', 'John Turturro', 'Valentina Cervi']",2008,['Drama']
Curse of the Golden Flower,Zhang Yimou,"['Chow Yun-fat', 'Gong Li', 'Jay Chou', 'Liu Ye', 'Qin Jun-Jie']",2006,['Action']
Bangkok Dangerous,Danny Pang,"['Nicolas Cage', 'Shahkrit Yamnarm', 'Charlie Yeung', 'Panward Hemmanee', 'Nirattisai Kaljaruek']",2008,['Action']
Big Trouble,Barry Sonnenfeld,"['Tim Allen', 'Rene Russo', 'Patrick Warburton', 'Ben Foster', 'Zooey Deschanel']",2002,['Action']
Love in the Time of Cholera,Mike Newell,"['Javier Bardem', 'Unax Ugalde', 'Benjamin Bratt', 'Catalina Sandino Moreno', 'Héctor Elizondo']",2007,['Drama']
Shadow Conspiracy,George P. Cosmatos,"['Charlie Sheen', 'Donald Sutherland', 'Linda Hamilton', 'Stephen Lang', 'Nicholas Turturro']",1997,['Action']
Johnny English Reborn,Oliver Parker,"['Rowan Atkinson', 'Dominic West', 'Gillian Anderson', 'Rosamund Pike', 'Daniel Kaluuya']",2011,['Crime']
Foodfight!,Lawrence Kasanoff,"['Charlie Sheen', 'Wayne Brady', 'Hilary Duff', 'Eva Longoria', 'Christopher Lloyd']",2012,['Animation']
Argo,Ben Affleck,"['Ben Affleck', 'Bryan Cranston', 'Alan Arkin', 'John Goodman', 'Victor Garber']",2012,['Drama']
The Fugitive,Andrew Davis,"['Harrison Ford', 'Tommy Lee Jones', 'Sela Ward', 'Julianne Moore', 'Joe Pantoliano']",1993,['Adventure']
The Bounty Hunter,Andy Tennant,"['Gerard Butler', 'Jennifer Aniston', 'Gio Perez', 'Siobhan Fallon', 'Joel Garland']",2010,['Action']
Sleepers,Barry Levinson,"['Robert De Niro', 'Brad Pitt', 'Kevin Bacon', 'Jason Patric', 'Ron Eldard']",1996,['Crime']
Rambo: First Blood Part II,George P. Cosmatos,"['Sylvester Stallone', 'Richard Crenna', 'Charles Napier', 'Steven Berkoff', 'Julia Nickson']",1985,['Action']
The Juror,Brian Gibson,"['Demi Moore', 'Alec Baldwin', 'Joseph Gordon-Levitt', 'Anne Heche', 'James Gandolfini']",1996,['Drama']
Pinocchio,Ben Sharpsteen,"['Mel Blanc', 'Don Brodie', 'Walter Catlett', 'Marion Darlington', 'Frankie Darro']",1940,['Animation']
Heaven's Gate,Michael Cimino,"['Kris Kristofferson', 'Christopher Walken', 'John Hurt', 'Isabelle Huppert', 'Sam Waterston']",1980,['Action']
Underworld: Evolution,Len Wiseman,"['Kate Beckinsale', 'Scott Speedman', 'Tony Curran', 'Shane Brolly', 'Derek Jacobi']",2006,['Fantasy']
Victor Frankenstein,Paul McGuigan,"['James McAvoy', 'Daniel Radcliffe', 'Jessica Brown Findlay', 'Andrew Scott', 'Charles Dance']",2015,['Drama']
Finding Forrester,Gus Van Sant,"['Sean Connery', 'Rob Brown', 'F. Murray Abraham', 'Anna Paquin', 'Busta Rhymes']",2000,['Drama']
28 Days,Betty Thomas,"['Sandra Bullock', 'Viggo Mortensen', 'Dominic West', 'Elizabeth Perkins', 'Alan Tudyk']",2000,['Comedy']
Unleashed,Louis Leterrier,"['Jet Li', 'Morgan Freeman', 'Bob Hoskins', 'Vincent Regan', 'Dylan Brown']",2005,['Action']
The Sweetest Thing,Roger Kumble,"['Cameron Diaz', 'Christina Applegate', 'Thomas Jane', 'Selma Blair', 'Jason Bateman']",2002,['Romance']
The Firm,Sydney Pollack,"['Tom Cruise', 'Jeanne Tripplehorn', 'Gene Hackman', 'Holly Hunter', 'Ed Harris']",1993,['Drama']
Charlie St. Cloud,Burr Steers,"['Zac Efron', 'Amanda Crew', 'Charlie Tahan', 'Augustus Prew', 'Donal Logue']",2010,['Drama']
The Mechanic,Simon West,"['Jason Statham', 'Ben Foster', 'Donald Sutherland', 'Mini Anden', 'Tony Goldwyn']",2011,['Action']
21 Jump Street,Phil Lord,"['Channing Tatum', 'Jonah Hill', 'Brie Larson', 'Dave Franco', 'Ellie Kemper']",2012,['Action']
Notting Hill,Roger Michell,"['Julia Roberts', 'Hugh Grant', 'Gina McKee', 'Tim McInnerny', 'Rhys Ifans']",1999,['Romance']
Chicken Run,Nick Park,"['Mel Gibson', 'Miranda Richardson', 'Timothy Spall', 'Imelda Staunton', 'Jane Horrocks']",2000,['Animation']
Along Came Polly,John Hamburg,"['Ben Stiller', 'Jennifer Aniston', 'Philip Seymour Hoffman', 'Debra Messing', 'Alec Baldwin']",2004,['Comedy']
Boomerang,Reginald Hudlin,"['Eddie Murphy', 'Robin Givens', 'Halle Berry', 'David Alan Grier', 'Grace Jones']",1992,['Comedy']
The Heat,Paul Feig,"['Sandra Bullock', 'Melissa McCarthy', 'Demián Bichir', 'Michael Rapaport', 'Taran Killam']",2013,['Action']
Cleopatra,Joseph L. Mankiewicz,"['Elizabeth Taylor', 'Richard Burton', 'Rex Harrison', 'Roddy McDowall', 'Martin Landau']",1963,['Drama']
Here Comes the Boom,Frank Coraci,"['Salma Hayek', 'Kevin James', 'Henry Winkler', 'Joe Rogan', 'Reggie Lee']",2012,['Comedy']
High Crimes,Carl Franklin,"['Ashley Judd', 'Morgan Freeman', 'Jim Caviezel', 'Amanda Peet', 'Adam Scott']",2002,['Drama']
The Mirror Has Two Faces,Barbra Streisand,"['Barbra Streisand', 'Jeff Bridges', 'Lauren Bacall', 'George Segal', 'Mimi Rogers']",1996,['Comedy']
The Mothman Prophecies,Mark Pellington,"['Richard Gere', 'Laura Linney', 'Will Patton', 'Bob Tracey', 'Debra Messing']",2002,['Drama']
Brüno,Larry Charles,"['Sacha Baron Cohen', 'Richard Bey', 'Ron Paul', 'Gustaf Hammarsten', 'Clifford Bañagale']",2009,['Comedy']
Licence to Kill,John Glen,"['Timothy Dalton', 'Carey Lowell', 'Robert Davi', 'Talisa Soto', 'Anthony Zerbe']",1989,['Adventure']
Red Riding Hood,Catherine Hardwicke,"['Amanda Seyfried', 'Gary Oldman', 'Billy Burke', 'Shiloh Fernandez', 'Max Irons']",2011,['Fantasy']
15 Minutes,John Herzfeld,"['Robert De Niro', 'Charlize Theron', 'Edward Burns', 'Kelsey Grammer', 'Avery Brooks']",2001,['Action']
Super Mario Bros.,Annabel Jankel,"['Bob Hoskins', 'John Leguizamo', 'Dennis Hopper', 'Samantha Mathis', 'Fisher Stevens']",1993,['Adventure']
Lord of War,Andrew Niccol,"['Nicolas Cage', 'Bridget Moynahan', 'Jared Leto', 'Ethan Hawke', 'Eamonn Walker']",2005,['Crime']
Hero,Zhang Yimou,"['Jet Li', 'Tony Leung Chiu-Wai', 'Maggie Cheung', 'Donnie Yen', 'Zhang Ziyi']",2002,['Drama']
One for the Money,Julie Anne Robinson,"['Katherine Heigl', ""Jason O'Mara"", 'Daniel Sunjata', 'John Leguizamo', 'Sherri Shepherd']",2012,['Action']
The Interview,Seth Rogen,"['James Franco', 'Seth Rogen', 'Lizzy Caplan', 'Randall Park', 'Diana Bang']",2014,['Action']
The Warrior's Way,Sngmoo Lee,"['Kate Bosworth', 'Jang Dong-gun', 'Geoffrey Rush', 'Danny Huston', 'Ti Lung']",2010,['Adventure']
Micmacs,Jean-Pierre Jeunet,"['Dany Boon', 'Dominique Pinon', 'André Dussollier', 'Jean-Pierre Marielle', 'Julie Ferrier']",2009,['Action']
8 Mile,Curtis Hanson,"['Eminem', 'Mekhi Phifer', 'Brittany Murphy', 'Kim Basinger', 'Michael Shannon']",2002,['Drama']
Why I Did (Not) Eat My Father,Jamel Debbouze,"['Jamel Debbouze', 'Arié Elmaleh', 'Mélissa Theuriau', 'Patrice Thibaud', 'Christian Hecq']",2015,['Adventure']
A Knight's Tale,Brian Helgeland,"['Heath Ledger', 'Rufus Sewell', 'Shannyn Sossamon', 'Paul Bettany', 'Laura Fraser']",2001,['Adventure']
The Medallion,Gordon Chan,"['Jackie Chan', 'Lee Evans', 'Claire Forlani', 'Julian Sands', 'John Rhys-Davies']",2003,['Thriller']
The Sixth Sense,M. Night Shyamalan,"['Bruce Willis', 'Toni Collette', 'Olivia Williams', 'Haley Joel Osment', 'Donnie Wahlberg']",1999,['Mystery']
Man on a Ledge,Asger Leth,"['Sam Worthington', 'Elizabeth Banks', 'Jamie Bell', 'Ed Harris', 'Edward Burns']",2012,['Action']
The Big Year,David Frankel,"['Owen Wilson', 'Steve Martin', 'Jack Black', 'Rashida Jones', 'Jim Parsons']",2011,['Comedy']
The Karate Kid,John G. Avildsen,"['Ralph Macchio', 'Pat Morita', 'William Zabka', 'Martin Kove', 'Chad McQueen']",1984,['Drama']
American Hustle,David O. Russell,"['Christian Bale', 'Bradley Cooper', 'Amy Adams', 'Jeremy Renner', 'Jennifer Lawrence']",2013,['Drama']
The Proposal,Anne Fletcher,"['Sandra Bullock', 'Ryan Reynolds', 'Mary Steenburgen', 'Craig T. Nelson', 'Betty White']",2009,['Comedy']
Double Jeopardy,Bruce Beresford,"['Tommy Lee Jones', 'Ashley Judd', 'Bruce Greenwood', 'Annabeth Gish', 'Benjamin Weir']",1999,['Crime']
Back to the Future Part II,Robert Zemeckis,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Elisabeth Shue', 'James Tolkan']",1989,['Adventure']
Lucy,Luc Besson,"['Scarlett Johansson', 'Morgan Freeman', 'Choi Min-sik', 'Amr Waked', 'Julian Rhind-Tutt']",2014,['Action']
Fifty Shades of Grey,Sam Taylor-Johnson,"['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle', 'Eloise Mumford', 'Victor Rasuk']",2015,['Drama']
Spy Kids 3-D: Game Over,Robert Rodriguez,"['Antonio Banderas', 'Carla Gugino', 'Alexa PenaVega', 'Daryl Sabara', 'Sylvester Stallone']",2003,['Action']
